Rllm_org,Rllm_new,Ra,Rb-expert,Rb-hsteacher,Rb-student,Rc,Rd,Re,Rf,Rh
11.87957954911433,10.974634427382487,10.415551578947369,10.922706511504543,11.40749898989899,10.039036516853933,12.171384703124296,10.076787012987012,10.092995475638052,10.741148026868178,10.447532768361583
12.602008600624469,11.443134415584417,11.638288235294118,12.038946067415731,11.229949809541086,12.438398484848484,11.821565261832301,10.835382891022022,12.460801075268817,11.357425745257451,10.014152461799661
11.973672016460906,11.964194237389613,11.953736390977443,11.333713524861878,11.856315558698727,11.58197186553308,12.151637239995777,11.701362433862434,11.824124330900244,10.97757012622721,10.03706038647343
10.93218253968254,10.1084070888204,9.89771611787316,10.626485761124123,10.323708839486567,9.858573574113418,11.409811398219926,10.419105919841382,9.8292921182266,11.189318814968814,8.838797906602254
12.373098268398268,12.066260613579969,10.89615745341615,11.341591282051283,11.078520398183723,11.73197473153627,11.402697193347194,11.010005882352942,10.75758180585158,11.27116051502146,10.597296955197912
12.262924098492022,12.55319169797944,11.841025643069344,11.854569945355191,12.368761138106036,11.733852702372218,12.288845454545454,11.325356884057971,12.45854822928076,12.193353283302065,10.38346200865801
12.456033816925734,11.219157656289546,12.11080711747851,11.79220395199669,11.892133762130445,11.278618377088307,11.231365043205027,10.789468689138577,11.197422033219933,11.544945510835912,10.08002380952381
12.325578398895791,11.361508041967497,11.855509783749739,11.559205464190981,12.054532809295967,11.731681326545315,12.298853099730458,11.869042751253543,11.929834217897685,12.622688329749105,10.32904935064935
11.944533333333334,11.318526369197553,11.370419807112718,11.232945826056584,11.543100527009223,11.699012823061631,12.030710132547865,11.037933558827431,11.520697963254594,11.7703573374613,10.402377319587629
12.4857375,11.713079657367823,11.885792996468352,11.783459810874705,11.223438548457192,10.960190083410566,12.034592561696211,11.332291559342185,11.172909053099913,11.63705893371758,9.50292130177515
11.394910714285714,11.347087308533919,11.318235157221531,12.872703996003997,12.509602458905041,11.651132362232362,11.828830973303205,10.734366937669376,11.55914140461216,11.577333600442111,11.534620591386329
11.675533968253967,11.514842296918768,12.032317661097853,11.584408270676693,11.359927941063026,11.237313271268693,11.558263199603765,11.031371789174845,12.169923132494228,11.479712590989575,10.615177226130655
11.752856834532375,11.441908692394154,11.655801024428685,12.300281698101227,11.827467872366338,10.688500000000001,11.137196686159845,10.73368346456693,11.060711111111111,10.907353551912568,10.2010998843262
12.327649061488673,10.951412588116817,11.980698398268398,12.218215529672769,12.528440007806402,12.202737032916088,12.064097996896601,11.802745505906522,12.062655007256893,12.172611111111111,11.370291187551189
11.755182083333334,10.448871030903515,10.401590395480227,12.041830304996756,10.951727118644069,11.861562595419848,11.145052380952382,10.169633725029378,11.551789959839358,10.26808950389504,10.04661301775148
14.008833333333333,11.481838251879699,12.413372380952381,12.159766708661417,12.611960317460317,13.46619586056645,11.940787205542724,11.484947987764077,12.617616713352009,12.73827852014652,11.017781791044778
13.089472272008436,11.346553535175733,12.412441103038985,12.467403715051704,11.689972126086603,12.478040253707343,12.0640284170485,12.19566402116402,12.336618333333334,12.62921352785146,11.14669760376551
12.202911992945326,11.131304698749526,11.440074074074074,11.020640785832875,11.332924104683196,10.984997606177608,11.216985190839694,10.111660591133006,10.070023738317758,10.772530037546934,10.465672576832151
13.765721153846155,11.620415839243499,12.202212118160457,11.656520296643249,12.070676481069043,12.481359882583172,11.645254701880752,11.70578158404874,11.70033889602054,12.187389214285716,11.202665103668263
14.023850082644628,11.810848436608763,13.521471188858126,13.479722279792748,13.244958180398282,12.614811535209567,13.544651300418248,12.283744976468181,12.9156503875969,14.16726071197411,12.091347160493829
12.791805915492958,12.236766666666666,11.981522080510164,11.789590559732666,12.359923208506705,11.85698395802099,11.852077417746761,11.514529042098841,12.612789351851852,12.039074498609281,11.496188476821192
11.954006088238005,11.67257435235467,12.004929934406679,12.448839643405112,12.259841504178274,11.91765848246242,12.06768720483251,12.361032404692082,11.43924375886525,11.67337840909091,11.856896508610522
12.673424727668845,10.961315917728594,12.106180974695407,11.696570819672132,11.853173946360155,12.44374300598537,12.12454347826087,11.733691742361685,11.840681998231654,11.856641456660206,11.393339411764707
11.990753758169935,12.235174065719226,11.897691132786523,11.824802322880371,12.426940548340548,11.909159932659934,11.942720118343196,11.86943379821312,11.810083282980866,11.82802843725943,10.983144209558823
12.522833333333335,11.303737121212123,11.538852445345956,11.367864590964592,11.431129570747219,12.175234975369458,11.335900365554338,11.07709512195122,11.990645911949686,11.590057475083057,11.488718582596437
11.990142309558466,11.492547870409162,11.415037971014492,11.547078241042346,12.109820243104254,11.758798708333334,11.449696594822584,11.800881246452493,11.63445107376284,11.705679401993356,10.489692027491408
13.177395430495432,12.19454348171701,11.677036625514402,12.692926785524781,11.953565108225108,12.114579310344828,11.567513481444081,11.298545,12.02217312326228,11.792514610778444,11.754634759807006
12.288558730158732,11.351799310344827,11.158536232629954,12.025455678803956,12.289518679950186,11.504627151193635,11.963112849740932,11.569125356384593,12.423721652421653,11.88464992503748,10.357703210031348
13.690519147416053,11.390966382978723,12.78424921630094,13.45786,13.170226790450927,12.623040657135691,13.043077963156065,12.023401310322788,11.788867283950617,13.643173788519638,12.307924579710146
13.018983076923078,11.184897016280729,11.37663343476607,11.639998551094115,11.186044238458742,10.957952951936175,11.281275824175825,11.71732780322307,11.79666579710145,10.914677868480727,10.998022240896358
11.982467123287671,10.867400580270793,11.26037253905515,12.301486856280976,11.502495875770151,11.86119008513425,11.720239109041385,9.817114594792812,11.707713219094249,12.828068156531748,10.75809332212885
12.889506970324362,12.447890937269372,11.645456515051638,12.380578171005167,12.349729953917052,11.436585595650872,12.99304695035461,10.853212280701754,11.587581236400489,11.920756518675123,11.478239166097062
14.031440105962492,11.755660441370225,12.061940872819717,12.0366019764875,13.757414583643678,12.516377609858173,12.435096219245748,12.25614266719785,12.236682988004363,13.230139455782314,12.293848930817612
10.719274957603165,10.432217734204794,10.13649775806849,10.781383929074021,10.926428388131516,11.43917718771331,11.335922057787174,11.75404469582705,11.123035416666667,10.88525511396844,10.56984697068404
12.052617786357786,12.193601124757595,11.736746753246754,12.205391122507123,12.261902845938376,11.615649971247844,12.2972,11.435019221319223,12.521903567590803,12.464249573257469,10.897693710691824
13.532131020408164,10.909776045523106,12.617759197207679,12.306569841945612,11.907026917359467,12.969213450292399,11.518253958506225,12.037441947224751,11.762379355488418,11.952536528131185,11.125454225352113
12.265149944897509,10.390893123973727,11.503098198198199,11.842623188864284,11.716679271708683,12.392914835164834,11.468492727272729,11.703652762923351,11.442338884109624,11.592833738601822,10.851576113360323
12.640933179723504,11.239065566037736,12.180510884353742,14.148844680851065,13.48873641135767,13.510973619786737,12.845694901784375,11.780453564498439,13.227412208016402,12.800816109422493,11.052762843676355
11.472437274270721,11.993093056465348,11.151020376175548,11.213629253788607,11.60302060982496,12.965875964205818,11.049193368467282,11.584342669993761,11.820836032388664,11.20390301258196,11.013684155844157
13.2455,12.774397679045093,12.14169482088908,12.694963923873496,12.72639346092504,12.298241163184642,12.430415070422535,11.435041350210971,12.191021597028785,12.50648236942675,12.070150508624502
13.453418306636156,11.374131468274392,13.447745238095239,12.642637465465466,12.537072670807454,12.424190584415584,12.302047479674798,12.308821192633733,12.022913443526171,12.156891304347827,10.987844868532655
12.514104822043628,12.251500138169257,12.163924338624339,12.31672624434389,11.852738536585367,13.436965263935033,12.51314217303823,11.891010758377426,11.830656986332317,13.383981457044674,11.01789448275862
12.394088246097338,10.876924574693458,11.47489136029412,11.221146658097688,10.832903839441537,11.534710516066212,11.206464521482575,11.2477365276664,11.068829390681003,11.535314193548388,10.040676785714286
12.522449670619238,12.25326551724138,10.993497349539968,11.460909692451072,11.435500181627663,10.737392286374135,12.078188080918535,11.333487755102041,12.372150044428647,11.789119884169885,10.415176767676769
10.673739572192513,10.408926872322194,10.43065485590538,10.85112474040632,11.190407644380542,11.031314794267223,10.378772130361849,9.92181923076923,11.605656963890937,10.19248827963526,10.151774879227053
13.66966,11.703613029827316,12.480164718260463,13.143162032085561,11.539655565819862,12.249708085106382,12.922992857142857,12.930183190883191,12.650086067847239,12.7058179331307,11.789424293059128
12.788925177887247,11.320708946608947,12.113710308958236,11.419992887423458,11.75996684478584,10.996321151968761,11.623758077258739,11.029242338990933,11.399641818181818,11.982454451345756,11.013427559055117
12.59902908232119,11.976790204334366,11.393506944444445,12.144606384180792,11.023782709447417,11.743250675195451,12.16111221395881,10.922641853575964,12.311074861399861,12.58926480331263,11.257120272234703
