Rllm_org,Rllm_new,Ra,Rb-expert,Rb-hsteacher,Rb-student,Rc,Rd,Re,Rf,Rh
0.5154480338096619,0.5319912433624268,0.5050184726715088,0.5000097155570984,0.5094131231307983,0.5162368416786194,0.5334035754203796,0.5185641646385193,0.5428415536880493,0.5153038501739502,0.5366256237030029
0.5229595303535461,0.5406320095062256,0.5183866620063782,0.5266922116279602,0.5188336372375488,0.5243664383888245,0.5300770401954651,0.5658717751502991,0.5370163321495056,0.5101085305213928,0.5240076184272766
0.506664514541626,0.5113154649734497,0.5094106793403625,0.5181467533111572,0.5093775391578674,0.5224545001983643,0.5384089350700378,0.5303777456283569,0.5238988995552063,0.5076727271080017,0.5325735807418823
0.5143454670906067,0.5357558727264404,0.5146174430847168,0.5217599868774414,0.5186232924461365,0.5172111392021179,0.5252614617347717,0.5213347673416138,0.5099008679389954,0.5310958623886108,0.5320319533348083
0.5031124353408813,0.5130440592765808,0.4905834496021271,0.49710729718208313,0.5014744997024536,0.5202277898788452,0.5088245272636414,0.5091314315795898,0.5124775767326355,0.508620023727417,0.53266841173172
0.5231162905693054,0.5259875655174255,0.511681079864502,0.5115580558776855,0.5115913152694702,0.5162356495857239,0.5147823095321655,0.5089695453643799,0.5134526491165161,0.5126800537109375,0.5361981391906738
0.5098459124565125,0.5339780449867249,0.5137642621994019,0.5216819643974304,0.49986913800239563,0.5196053385734558,0.5506196618080139,0.49947869777679443,0.5116831064224243,0.5126609206199646,0.5142490863800049
0.5176141858100891,0.5192793011665344,0.520833432674408,0.5066528916358948,0.5189411640167236,0.5433105230331421,0.517311155796051,0.5329435467720032,0.5429413914680481,0.5326308012008667,0.5440001487731934
0.5119823217391968,0.5250320434570312,0.5133017897605896,0.5220784544944763,0.5080040693283081,0.5161969661712646,0.5544272661209106,0.525391697883606,0.5156328678131104,0.524970531463623,0.5279495120048523
0.5161002278327942,0.5336970686912537,0.5546521544456482,0.5338165760040283,0.5085371136665344,0.5235211849212646,0.5110832452774048,0.5272642970085144,0.536053478717804,0.5150396227836609,0.5380126237869263
0.5036624073982239,0.5218108296394348,0.513468325138092,0.5083743333816528,0.49516358971595764,0.5224415063858032,0.5277519226074219,0.5241467952728271,0.5235104560852051,0.5044978260993958,0.5382143259048462
0.518301248550415,0.5927745699882507,0.527626633644104,0.5359259843826294,0.5310837030410767,0.511707067489624,0.5252748727798462,0.5323729515075684,0.5240140557289124,0.5066019296646118,0.523607611656189
0.519624650478363,0.535615861415863,0.5319146513938904,0.5125251412391663,0.49801307916641235,0.5127505660057068,0.5135013461112976,0.522680938243866,0.5033758878707886,0.517830491065979,0.5267937183380127
0.5137162208557129,0.5692134499549866,0.5209291577339172,0.5245050191879272,0.5137073993682861,0.5087420344352722,0.5260113477706909,0.5285358428955078,0.5293964743614197,0.5158873200416565,0.5153552889823914
0.5230265259742737,0.5074107646942139,0.511813759803772,0.5123342275619507,0.499024897813797,0.5107954740524292,0.5025205612182617,0.5048505067825317,0.50560063123703,0.5048856735229492,0.5171020030975342
0.5146896243095398,0.5247889757156372,0.5247635245323181,0.5084247589111328,0.5066150426864624,0.4946413040161133,0.5145552754402161,0.5297941565513611,0.5237936973571777,0.5110233426094055,0.5347495079040527
0.507541835308075,0.532799482345581,0.5012179017066956,0.5107677578926086,0.5157288908958435,0.5022162199020386,0.515997588634491,0.5281444191932678,0.5228567719459534,0.5108116865158081,0.5067926049232483
0.5026904940605164,0.4964695870876312,0.5178587436676025,0.5183550715446472,0.508425772190094,0.49616506695747375,0.5125859975814819,0.4932097792625427,0.516731321811676,0.5209755897521973,0.5206018090248108
0.49785318970680237,0.5377432107925415,0.5064172148704529,0.5125346183776855,0.5042212605476379,0.5147146582603455,0.5250607132911682,0.5159605145454407,0.5074838995933533,0.5032809972763062,0.5028509497642517
0.5098381638526917,0.5330825448036194,0.5048182606697083,0.5205712914466858,0.5123586058616638,0.5266765356063843,0.5062185525894165,0.5191945433616638,0.5212773084640503,0.5141040086746216,0.5208283066749573
0.5299884080886841,0.5333298444747925,0.5220248699188232,0.5246064066886902,0.5010664463043213,0.5238044261932373,0.5163148641586304,0.532255232334137,0.5165433287620544,0.5249744057655334,0.5302609205245972
